uuid,name,surname,password,birthday,genre,phone,email,dpi,street,city,state,country,postal_code,bank_uuid,employee_uuid,work_related_tags,declared_income
3097a3af-145b-4eff-8365-062321619344,Anna,Galvan,password123,1966-10-27,Female,+1-673-859-3412x8359,williamliu@example.net,999814309,5842 Jeffrey Falls,Georgeview,Wyoming,Iraq,74841,d91b0fad-6248-4136-b4b3-faf5806c73ad,0df957f8-4bd7-4751-82ce-576d4786f88b,"['agriculture', 'finance', 'education']",3209.26
5d6082cb-cd1b-436f-b5b6-532463a8a2d4,Elaine,Abbott,password123,1947-06-23,Male,(685)748-0955,lwright@example.org,55440288,030 Michael Well Suite 893,Lake Raymondmouth,Colorado,Colombia,44200,2b85b3f5-cc19-4ec4-af09-5101f082dc79,a0173469-4565-4a86-ae65-f7ad5cee90cb,"['textile', 'finance']",3773.94
d33c3b9f-1786-4034-8f4d-414f818927f1,Laura,Cortez,password123,1972-11-05,Male,(955)884-1499,herreranicole@example.com,289374968,535 Brooks Shores Suite 636,South Justin,South Dakota,Saint Pierre and Miquelon,31904,20ab2c5c-c776-4db9-9596-0a5c651d0b09,f3ae30f9-ff49-446d-b4df-f37a8838b533,"['education', 'textile', 'agriculture']",6379.91
fcfdf862-2594-40cc-a370-e65a0f9b6e82,Jackie,Anderson,password123,1992-08-25,Male,653-285-8180x430,larsenrobert@example.com,42166248,72352 April Groves,West Deborahfort,Virginia,Senegal,56460,ff9a1714-43c2-4203-b264-ff431fa8549c,a8eb0573-1e4f-4264-9db0-5e6ce2aeac48,"['technology', 'finance', 'textile']",4796.89
bae6e926-f1e9-4e0a-824b-50f576e9f730,Stacey,Velazquez,password123,1939-01-06,Female,+1-941-207-9173x182,murphystephanie@example.org,478700658,8195 Blackburn Road Apt. 004,Grantton,Kansas,Jamaica,22528,d699c5cc-8cc4-4e0b-893a-102c8104cb85,657f3813-6a6d-435b-8247-9a975624a57a,"['technology', 'agriculture', 'finance']",7083.76
f7a88a5f-2e5e-461c-a4e4-de4e2f3a1375,Stacy,Gray,password123,1948-12-07,Male,001-969-562-8995,stevenwilliams@example.com,284220233,609 Jesus Garden,Allenborough,Florida,China,10802,c2bdbcdc-f55c-410a-bb6f-8d8005df3f91,80339277-2e77-4254-8877-91b061333543,"['education', 'finance']",9588.83
6306f822-4bdb-4f04-bc3c-f70f4cc93aca,Hunter,Ingram,password123,1976-09-17,Female,974-554-7144,michealjensen@example.com,117916507,24090 Davis Road,South Adam,Maine,Cayman Islands,80336,43de0380-bdaf-4600-84b8-4bd44df6eeac,77018611-0c7b-4476-b09e-751591e3c0cf,"['finance', 'education']",4770.98
4e0627a9-37cb-4271-a2dc-2fa795ca34b6,Amber,Clark,password123,1950-12-21,Male,820-692-0761,brianmassey@example.com,691551120,11601 Carter Hollow,Cynthiachester,Rhode Island,Cameroon,54632,57162ebf-7275-4379-9f99-cf7e112ebae7,c9a74e13-a828-4546-97af-bbe25042575c,"['agriculture', 'finance']",230.88
668f5bf1-aadb-4db3-b8cb-1c9bc549f665,David,Rogers,password123,1944-03-29,Female,8513150933,amandakennedy@example.net,124671938,794 Walker Harbors Apt. 321,Lake Spencer,West Virginia,Slovenia,12016,d7704a55-ccc1-4a05-a5e1-64d6703b63e5,a3be743f-7119-4aac-ac9b-40274d909085,"['technology', 'agriculture', 'textile']",5484.64
5d3c663a-693c-4bb9-8dd8-b9ae39957757,Breanna,Hernandez,password123,1975-04-04,Female,+1-733-864-0015x863,ecompton@example.org,82707644,9037 Edwards Trail,West Amychester,Louisiana,Hungary,99891,eb136d46-0d1e-4ba7-a306-7de1d99aa2fc,0e7896a1-179f-4c4e-ad8c-cb5a7efdb755,['technology'],1026.27
cca629ef-a535-4ad9-9292-d834cb065022,Jacob,Baldwin,password123,1941-08-06,Male,(506)471-9982,lindaharper@example.org,681258374,222 Terrance Port Apt. 951,Wilkinsonfort,Vermont,Nepal,36769,c0ea811d-d094-4d7f-b239-2656e988b6d1,9747c596-0dd5-48c2-808f-f6edf3d3b79f,"['agriculture', 'education', 'technology']",9217.09
9d81df1e-bd23-4bff-b5fc-d94558822417,Denise,Clark,password123,1971-05-13,Male,(533)977-1828x44077,daviscarla@example.org,156692798,99536 Stephen Lane Apt. 204,Meyertown,Illinois,Taiwan,72416,7db308e2-8cc1-471c-9584-9629803062d9,f9226a3c-5ee1-4c4d-9985-2ab2daacf255,['technology'],7451.42
155a6aba-0566-49ec-81f0-097419824039,Adam,Rubio,password123,2005-06-10,Male,398.237.6940,martinezjennifer@example.com,596502661,232 Carrillo Stravenue,Ashleyhaven,Alabama,Russian Federation,53369,21e490f8-50cc-496a-bfb5-2727fe03aad8,d9435779-3c36-45f3-bca8-0544e87a5957,"['textile', 'finance']",6477.5
f337a101-2904-40eb-a092-5e039d121362,Latasha,Nguyen,password123,1953-02-10,Female,(974)348-1972x2200,candace52@example.com,383065439,199 Parker Circle,Millertown,Virginia,Northern Mariana Islands,63626,b1089816-a051-45b3-b494-df6ab4507475,30b1cc05-f77b-407c-9c7a-fcb973ebb6c4,['technology'],8229.11
1bacc27b-f83a-432b-8c17-678f43023a1a,John,Wilson,password123,1944-07-27,Female,519-510-3663,qedwards@example.com,740552739,6982 Tiffany Island,Garciamouth,Idaho,United States of America,51758,db70d3f1-ecb1-4106-91d5-c1c915549253,1b547111-ea4d-400d-93f2-aa3381e3a8bc,['agriculture'],4778.92
6f9921c7-d772-495a-b6e2-459a667a35b2,Patrick,Potter,password123,1934-05-12,Male,279-396-9322,xbarry@example.net,714591126,97146 Gonzalez Estates,Clarkmouth,Louisiana,Brunei Darussalam,69707,ff9a1714-43c2-4203-b264-ff431fa8549c,3b73080e-54a0-4055-afb1-58a7afc0c598,"['agriculture', 'textile']",9581.24
664f1670-a08f-4f46-a2cf-74a478f334ef,Jason,Navarro,password123,1938-02-23,Female,511.528.7245x3826,alexisjackson@example.net,52973881,9139 Smith Track Apt. 646,Port Samantha,Missouri,Tokelau,04459,88471f5a-adcd-4a48-9ea8-b9941c969410,84c35d59-7b86-471c-86e8-5f60ac21d034,"['finance', 'education', 'textile']",2706.82
46a409c7-6d34-4b29-adbf-252b79cfc638,Jimmy,Gibbs,password123,1937-12-03,Male,842.904.1121,ronaldrobinson@example.com,195296721,46459 Brown Stravenue,Irwinmouth,Maryland,Aruba,98212,c0ea811d-d094-4d7f-b239-2656e988b6d1,c96754eb-3ce1-4478-8462-73fc5a53927b,"['agriculture', 'technology', 'textile']",7674.41
c4e477e0-54d5-4685-8e39-889f06d60191,Ashley,Allen,password123,1975-07-14,Male,(518)533-8390x64880,hvincent@example.net,201663268,7825 Morton Falls Suite 312,West Cassandra,New Hampshire,Korea,99796,21e490f8-50cc-496a-bfb5-2727fe03aad8,7ecfb58f-b576-49c2-a776-553fa200db9e,"['textile', 'agriculture', 'technology']",6886.48
a7b53be3-e2f0-4426-b83b-6027780e4e15,James,Vasquez,password123,2005-03-12,Male,+1-434-496-7286,jennifer35@example.org,109269609,81155 Webb Summit Apt. 293,Garystad,Oklahoma,Botswana,20495,d699c5cc-8cc4-4e0b-893a-102c8104cb85,57e32002-14e9-4229-863f-4810c22e884e,"['technology', 'textile', 'agriculture']",2674.18
684f9e3a-ef36-4d2d-bb30-9c98ad176e47,Christopher,Frazier,password123,1975-12-18,Male,(895)851-0991x3994,carloscoleman@example.com,561838461,8922 Porter Park,West Franciscoview,Rhode Island,Afghanistan,26271,7db308e2-8cc1-471c-9584-9629803062d9,b2073045-351f-46b3-8a55-782bbaccd6f9,"['technology', 'agriculture']",1116.88
b9d9a587-e9e1-4660-bef8-32fd4496cf32,Marcus,Wells,password123,2001-01-21,Female,001-462-546-2313x6431,theresajordan@example.com,954850024,644 Craig Fords Apt. 059,South Thomas,Kentucky,Denmark,56953,4eea8a84-769b-4fec-b153-831ba511900a,8c77185a-e91c-4923-aa4b-71e98ef60400,"['textile', 'agriculture']",1688.1
7d2bd48e-6e3c-4eb3-8541-2bc87004c5dd,Austin,Hill,password123,1979-11-04,Male,+1-751-792-7800x184,joshuajohnson@example.com,347918486,996 Rodriguez Plains Apt. 411,New Susanport,California,Palau,76295,9ce70298-0a53-4f04-b860-ac49fb903f50,363da7b6-fbbe-4b59-b864-20b2a9d5682e,"['finance', 'agriculture', 'education']",7591.05
192b4029-cf63-4f33-b261-1ee7acc31dcf,Chloe,Brown,password123,1948-03-18,Female,739-370-7860,dawngutierrez@example.net,790604559,10541 Hill Fort,Kevinport,Idaho,Lao People's Democratic Republic,50495,58457669-f3a7-49b4-bf30-c0248ff69bc0,5d86badc-db6b-47ac-8845-2ece416129d7,"['textile', 'education']",9375.94
e4f23be6-f791-460c-a444-040059e65dd9,Andrea,Mejia,password123,1963-07-02,Female,001-684-465-8653x46724,brownvictor@example.net,824826888,860 Craig Pike Suite 011,West Kathleenborough,Ohio,Malawi,99716,1535b5e9-768a-445b-b5d4-dc1e4d0d37ec,7716432e-48cf-4890-b2ab-1dcffaae80c0,['finance'],5787.83
5a8d7f7e-f2f0-4bdf-b1a9-fec23e4ccdbe,Miguel,Johnson,password123,2003-08-17,Male,001-548-541-9592,wrighteric@example.net,87205907,786 Donald Port Apt. 763,Lake Tiffany,West Virginia,Cocos (Keeling) Islands,05197,4d46c8dd-b914-4f24-b825-071fec96d6f9,155ba8f6-d4fc-4818-b995-8c7c9bedf410,['education'],2510.36
a583e49c-e1a7-4d40-a631-9fbc4545f208,Levi,Henderson,password123,1991-10-10,Female,(806)532-1596x97360,juliephillips@example.com,471008451,81715 Patricia Dale Apt. 684,East Wesleyborough,Missouri,Burundi,48018,20ab2c5c-c776-4db9-9596-0a5c651d0b09,16912a9f-7e5a-49b9-90fb-eb07575b0f6e,"['textile', 'agriculture']",5437.57
c3ae66cd-db68-49b9-817c-17e88f64371b,Grace,Wallace,password123,1995-11-16,Male,229.897.2092,daniellemcmillan@example.org,351963547,5778 Jason Trafficway,Timothyview,Maryland,Aruba,19052,a2f96486-7b58-49d1-8602-77feaeb12725,51ddcc84-ddb3-4709-a659-b159f6fac80c,"['textile', 'technology', 'education']",9615.14
30825cce-91cf-439a-9f01-a6ad052c1ced,Ashley,Simmons,password123,1988-12-10,Female,+1-305-993-2311x533,gibsonbilly@example.org,239702922,837 Heather Locks,Lake Martha,Nebraska,Equatorial Guinea,52220,8357fa56-54fc-4a9d-849c-a7b5d4c1f23b,22087a6b-9a70-42a3-8795-99af90734a76,"['technology', 'finance', 'agriculture']",9929.21
f234232c-bf32-4b15-8a2e-d17a31d6035d,Clayton,Vaughn,password123,1983-02-13,Male,+1-416-488-8831x8923,jmoore@example.org,10167029,370 Yu Rue,West Lisachester,Alaska,Mali,82488,8387a989-c0ee-4109-b06b-8971c227f22c,3a643f01-6218-4eba-a603-edffc2e2ce69,"['textile', 'agriculture']",1806.09
53ac8a3f-1c43-4f7a-8a36-59824bb7341c,Stacy,Leonard,password123,1957-07-16,Female,+1-476-312-9939x16144,bellricky@example.com,623134178,3693 Davis Knolls Apt. 306,Mullinstown,Idaho,Grenada,63549,8f872c4a-480b-4737-b8b1-ce6ce9ed71a3,a1572082-b3c8-4d31-b2b5-1a7059b961f5,['agriculture'],2131.84
81a05931-2af5-45bc-af0b-6e4ff103b1dc,Crystal,Jones,password123,1934-10-23,Female,+1-208-555-7808,sanchezdavid@example.net,436645076,4393 Buckley Underpass,Lake David,South Carolina,Antigua and Barbuda,59108,691c851d-b62e-4f33-a8fc-38718f52e7a4,e9bf6ff9-51e1-4796-8fce-49551cec8cc7,"['technology', 'agriculture', 'finance']",7178.89
612f0489-00e8-457c-ab29-c5e1925022fa,Jacqueline,Walters,password123,1985-09-07,Female,675.311.5733,kennethjackson@example.net,298207037,88978 Vasquez Mission,North Ericmouth,North Dakota,Gambia,13242,1eb02ff3-6ab8-412b-a570-1dc37380fd8c,ef8cc144-e233-44ac-a9d8-5fb6103608eb,"['finance', 'technology']",9542.16
573a1056-6f79-4dde-8c6a-8972b1fe900a,Justin,Williams,password123,1981-10-16,Female,977-997-4608,andrew31@example.com,288248924,7060 Sullivan Fort,West Tanyafort,Wisconsin,Samoa,44241,e0b9e5f0-48f7-4df3-ba36-b6961696dcbd,c506d405-c8db-46a0-99b6-9406669be559,['education'],9116.28
09b0629a-512f-4c2c-bac0-375d9c72d46d,Thomas,Mitchell,password123,1966-08-25,Male,+1-294-563-4882x874,perezjoanne@example.org,266478099,9423 Neal Pines Suite 811,Kristinton,Mississippi,Martinique,06603,c2bdbcdc-f55c-410a-bb6f-8d8005df3f91,2d266e93-ea2d-4976-80b4-8385d901ed46,"['textile', 'agriculture', 'education']",7039.26
7bbde671-ade8-4d00-a1a4-2b3d4a5e038a,Charles,Wilkinson,password123,1985-05-06,Male,(792)822-8834,hurstjessica@example.com,335516901,85130 Brian Mills,New Stephanie,Vermont,India,94612,32914ac7-a1ff-4f9b-b318-836a4f01aed5,6f97b8d3-57b3-4691-b95d-278ece246255,['finance'],7766.84
9a493f22-9ad3-4b76-9285-094732f170b2,Megan,Fleming,password123,1979-06-15,Male,001-682-498-2805x08308,rayjustin@example.com,931011060,68031 Anthony Trace,Johnschester,Michigan,Mayotte,12659,5eec1a34-36a0-42a9-9c6b-6efe347bccd9,84c35d59-7b86-471c-86e8-5f60ac21d034,"['education', 'technology']",4561.91
669a9238-c12b-41a2-876a-5cadc94062d1,Christopher,Arnold,password123,1938-01-07,Male,550.805.8207,berrysara@example.net,297790645,008 Davidson Bridge,West Kevin,Iowa,Croatia,93780,8e5bcc3a-ff53-4759-9661-ee501110600a,5948d91a-5187-4378-9aed-7022d5e64a3e,"['agriculture', 'textile', 'education']",7503.34
d54c4b98-ac08-4a0c-a365-0edc14dc1e17,Jacob,Cummings,password123,1968-09-10,Female,6552191595,martinbeck@example.net,70857302,06296 Yoder Plains,North Evelynbury,Illinois,Nigeria,00717,2be5556a-b3d6-4321-b915-af28ad7f7a85,b63c63d8-ff0d-497d-92ac-68e1e7a97aa1,"['education', 'finance']",4346.79
f9e6608a-e448-44ef-8f22-1728bb4b00a9,Tammie,Wiggins,password123,1984-03-19,Female,213-780-2253x7517,kelseygraham@example.com,520132928,969 Douglas Crest,Barbaratown,Vermont,Comoros,97352,e0b9e5f0-48f7-4df3-ba36-b6961696dcbd,534f7ffc-87d0-43f3-a0bd-4761141a715b,['finance'],6089.7
4f9f26a2-2597-4f01-a871-9e4cc617c8fd,Tanya,Johnson,password123,1995-03-29,Female,889.247.4748,utate@example.net,724542132,325 Hall View Suite 110,South Chelsea,Minnesota,Macao,35776,c0ea811d-d094-4d7f-b239-2656e988b6d1,569ed275-b8c5-4533-94c9-bd49fe404497,"['agriculture', 'education']",8789.03
6dce1910-f938-4afb-bf1b-2dfcb7b30bbf,Peter,Johnson,password123,1997-06-25,Female,001-728-436-1245x0612,spencerallen@example.org,869391898,013 Brandy Coves Apt. 973,Parrishchester,South Dakota,Jersey,31027,30b7b059-8691-4aa8-b351-0f971b75d7d8,21d2f418-1947-40fd-a9d5-2871c7064d50,"['technology', 'textile', 'finance']",383.02
cab92c64-4419-4be3-aacd-a609dfc9196e,Scott,Ortiz,password123,1963-08-27,Female,402.926.5697,mcleansarah@example.org,974881855,540 Austin Inlet,Ashleyshire,New York,Canada,32689,ff0b7efa-b8ac-4d40-806a-ab268fed7301,534f7ffc-87d0-43f3-a0bd-4761141a715b,['technology'],4281.57
92f7c59f-0226-4644-8c03-c5879ddd24ef,Colleen,Wright,password123,1994-05-02,Female,772.276.0937,vnavarro@example.org,206010436,72411 Webb Ridges,Lake Brandonborough,Georgia,Montserrat,25132,80c51af7-e84e-4ec9-84b6-6466fb9359f4,ce0682eb-b56d-4355-a982-bd13bb7afbd5,"['education', 'finance', 'agriculture']",3879.62
64c9272f-5465-466a-8bca-4b0e1cb6299a,Jack,Acosta,password123,1975-03-19,Female,(680)212-7515x129,lprice@example.org,341550430,341 Aaron Heights,Brianville,Utah,Moldova,62351,2b0c321f-1720-4968-bab9-f94b867ae9be,6e815c8b-aa09-4912-b726-2f3bb55658a3,"['agriculture', 'education']",7854.27
c1e4868c-b3d6-4266-a877-1702b471bef2,Adam,Cardenas,password123,1943-07-15,Male,221.341.0705x3494,jeremy44@example.com,766555537,8960 Mckenzie Crossroad Suite 007,South Michael,Pennsylvania,Mongolia,99503,a0ed56b0-f7e7-47fe-a6fa-546c15c64209,f3ae30f9-ff49-446d-b4df-f37a8838b533,"['agriculture', 'technology']",5458.92
90ef1f7a-297e-46f3-989c-0344ddcf5183,Tracy,Wagner,password123,1965-06-25,Male,398.784.5100x545,ryan60@example.com,96431597,884 Watson Ridge Suite 694,Davidland,Wisconsin,Palau,66743,c624ce46-c2c5-4d7e-8c7f-313f790b0864,d2a0c51d-11c1-417b-9ab6-ab1d676c7223,"['finance', 'agriculture']",7621.35
05a0272a-e126-4a03-aeae-ef9e19189bb3,Lori,Knight,password123,1950-05-08,Female,215.649.0674,john18@example.com,620746381,16339 Gary Lock Suite 402,Jensenland,Montana,French Southern Territories,31978,e0b9e5f0-48f7-4df3-ba36-b6961696dcbd,fa057e4c-aa55-4f4b-ab12-df238cf88154,"['finance', 'textile']",6881.78
9538c611-a787-4a95-a7f5-ab4e63bc1115,Jesus,Robinson,password123,1966-07-02,Female,001-916-218-2143x59320,nathanmccullough@example.com,421116994,8610 Peterson Crest,Rossview,Hawaii,American Samoa,95137,1d8d64e5-fe21-421d-928b-8d668e792bd9,c64603dc-23b3-4f0b-ae6d-2fa045445cbb,"['finance', 'textile', 'agriculture']",6696.02
5655b06d-8fdb-4389-a701-2a2c72a2c6cd,Donald,Cain,password123,1967-10-17,Male,(642)369-3549x01786,erin48@example.org,483490775,204 Susan Prairie Apt. 616,New Alexis,Delaware,Cambodia,34476,b1089816-a051-45b3-b494-df6ab4507475,f096931b-dc25-4729-8c9b-51881d6ddc97,"['education', 'technology']",693.94
18118230-f8b1-40dd-ae15-82b01cef4487,Regina,Adams,password123,1958-04-04,Male,001-904-968-9581,shepardbarbara@example.org,497918460,369 Wagner Ports Apt. 124,New Elijahport,Alabama,Bermuda,83643,d699c5cc-8cc4-4e0b-893a-102c8104cb85,31fdd633-4af9-48d4-a438-19512e9745f1,"['technology', 'agriculture', 'textile']",9359.01
123809b9-85f4-40ee-a933-f5705a4b6579,Grant,Stanley,password123,1942-10-12,Male,494-416-5267x71250,abautista@example.com,763256851,3812 Joseph Harbors Apt. 389,East Vincentstad,Alabama,Azerbaijan,67192,f1df6dbf-6278-4c29-9bd0-4abbf47d032f,d476fae6-8d9e-443e-b43f-f93c62331a14,['education'],6894.82
46eec8b2-da49-4f53-93e3-28aed922c96f,John,Snyder,password123,1970-08-23,Female,441-724-6455x630,kyle53@example.org,622020951,5795 Case Run Apt. 227,Michaelstad,New Jersey,Botswana,53516,86eeabc2-f250-4fe9-91bf-3da6a5818c19,193a0efd-1b61-4ef7-bf06-18a48eb36685,"['finance', 'technology']",4094.01
5e80dd15-a985-4194-8a17-a084e9bea7a3,Mandy,Juarez,password123,1935-04-22,Male,+1-945-601-7536x92880,ortizdavid@example.com,854341240,759 Dana Parkway,East Jonathan,Ohio,American Samoa,84254,eb136d46-0d1e-4ba7-a306-7de1d99aa2fc,11a091a4-082f-4085-8b2e-14acfdc416d5,['finance'],2605.45
74d8a3c1-d2cd-4119-ad79-5cfa31dad497,Charles,Benson,password123,1944-02-21,Female,+1-688-824-9498,mikaylaramirez@example.org,835136186,32227 Patricia Street Apt. 604,Cookstad,West Virginia,Aruba,28835,d7704a55-ccc1-4a05-a5e1-64d6703b63e5,4ba33366-d5e2-4486-a93c-adcdf6e0d748,"['education', 'agriculture', 'technology']",9917.55
95fe309c-5fac-40e3-bfb1-6424235330ba,Kathy,Lamb,password123,1978-03-10,Male,314-702-4124x890,kyle84@example.com,727606122,063 Leroy Mountain,Lake Roberto,Tennessee,Belarus,05093,21d1fef6-9ee9-4d4c-969d-7d19538f693b,de0b56a2-fc73-4b6e-8d1d-f5b7d7fa6e7c,['education'],2092.64
b4bd3b7c-3094-4e4d-917e-fc792900e5e4,James,Butler,password123,1983-04-25,Female,001-391-421-9293x92404,rebeccagonzalez@example.com,433591491,80381 Smith Street,Williamsstad,Montana,Brazil,67434,5eec1a34-36a0-42a9-9c6b-6efe347bccd9,00101d1b-3590-43b1-8a9e-eee975e7c7d8,"['textile', 'agriculture', 'finance']",8145.91
9ca8cec1-bdbb-46b8-b6a7-86ba884dc6c8,Jonathan,Morales,password123,1999-01-14,Female,546.848.2183x881,maryturner@example.org,588104351,28493 Jessica Circle,South Bethanyville,Indiana,Philippines,05488,a8bff895-1cb2-47ae-b610-e7579bd6507b,289fe0d8-e10c-4fbb-b2dd-fa2a244dfa2f,"['education', 'textile']",8461.45
a01d8c50-0f38-4f48-bb69-6a193e98005f,William,Williams,password123,1979-12-20,Female,(544)532-2434,zhayes@example.com,573024510,08547 Warren Expressway,Alyssatown,Virginia,Central African Republic,24259,3df1a3b0-b941-4f56-a863-3519e0b75773,d743d77f-400b-4ffe-a38f-9d55d3a9945e,"['textile', 'education', 'agriculture']",7990.94
602bd17f-e809-4fe8-ae0a-39f587c1678c,Carrie,Reese,password123,1977-05-11,Female,+1-939-738-6839x295,bgarcia@example.org,287962243,200 Jasmine Ways,Kevintown,Connecticut,Wallis and Futuna,68812,d91b0fad-6248-4136-b4b3-faf5806c73ad,45006554-5cc7-4892-bd89-63abf86b7a80,"['education', 'technology', 'agriculture']",9725.26
70806e4a-5e3c-4695-beb2-d4bbd591b61d,Patrick,Taylor,password123,2006-03-27,Female,001-640-452-8174,loriroach@example.org,376780382,0188 Cunningham Place,Jamesfort,Idaho,British Indian Ocean Territory (Chagos Archipelago),47331,4dcbc30f-6af8-4180-b3ce-0b5466f58f02,52e3ad98-155c-4835-80f4-ee91c66097ca,"['agriculture', 'textile', 'finance']",3397.83
78e07cd0-03bd-4b3a-a053-304179ce7564,Larry,Baker,password123,1956-08-24,Male,558.324.5838x75674,stewartshawn@example.org,220455063,7048 Garcia Light,Port Dennisbury,Nevada,Zimbabwe,76541,691c851d-b62e-4f33-a8fc-38718f52e7a4,03a7a5f6-e96c-4bc4-872e-8240fb13286f,"['education', 'technology', 'textile']",7853.48
2f7f1602-dbff-4ea9-acf4-0530ca1b53e3,Christine,Shaffer,password123,1991-05-22,Male,525-320-8857x69914,margaretgarcia@example.net,848120868,00465 Powell Pike Suite 375,Jonesberg,Ohio,Ireland,60573,16c67678-7651-4a44-ab89-0514574e8d32,9c1abf83-4990-45db-bad4-bbcb76b517cf,"['textile', 'education', 'agriculture']",890.01
2863f0b2-b407-4b50-9f94-04985600d7d9,Deborah,Mora,password123,1979-08-04,Male,(960)986-8936,brandonross@example.net,531194472,218 Murillo Square Suite 228,Esparzashire,Virginia,Barbados,77771,c2bdbcdc-f55c-410a-bb6f-8d8005df3f91,c56194ec-7f18-4d0b-ac6a-4a20d3fffe32,['textile'],8022.88
8a8ac478-fdb6-4223-997d-1a38264c58bd,Jeffrey,Wilson,password123,1970-05-09,Male,+1-941-945-3286x70751,jeffrey27@example.com,988145318,315 Grant Garden,Port Teresaland,New Jersey,Malta,44065,30b7b059-8691-4aa8-b351-0f971b75d7d8,cdaac0d5-3abb-497e-8335-7147cdf6b59b,['education'],441.69
ccbf7bae-a0d8-42d0-947d-bb1eba42fd53,Emma,Buckley,password123,2000-02-13,Male,3485216213,jacquelinejones@example.org,473818827,891 Wendy Street Suite 222,South Kayla,Maryland,Gabon,25476,32914ac7-a1ff-4f9b-b318-836a4f01aed5,e84e8cb1-613d-4da3-ad85-a52cddf79e16,"['education', 'finance']",5415.44
0b01f216-59c6-480b-b3f7-ef842cbd76d4,Martin,Wright,password123,1997-12-03,Male,(903)377-5813,virginia18@example.com,632815365,796 Devin Ports,Carlosside,Delaware,Vietnam,96224,c2ebfa6d-04b5-479c-b778-f5241c761b2f,713b7469-e50c-459c-b124-3144b5d3e7af,"['textile', 'technology', 'agriculture']",7409.5
44fb063f-3d35-4f70-8016-24d2b4692bb3,Jonathan,Norton,password123,1958-05-31,Male,444-449-7152x06828,philip61@example.org,310692193,873 Lynch Cove,Mckinneyside,Louisiana,Bosnia and Herzegovina,10817,626f9ec2-95ae-4591-8304-78aca38dc67a,8fdd0ca6-4cb4-42bb-a3b6-7c21938b499d,"['agriculture', 'education', 'finance']",4398.38
713571dc-fc51-4cc3-b1b4-9c08a64c47db,Daniel,Vargas,password123,1975-03-30,Male,370-233-7365,courtney76@example.net,1207756,38831 Bobby Summit,South Mark,Maine,Ecuador,49617,1535b5e9-768a-445b-b5d4-dc1e4d0d37ec,eb7f1df0-dd9f-48fa-889c-40eb749723eb,['textile'],4605.83
0918656d-9a0b-4d4f-b979-af86a5a28082,Jason,Edwards,password123,1994-04-15,Female,+1-781-724-3088x4289,alexanderdeborah@example.org,834571170,44251 King Prairie,Marietown,Massachusetts,French Guiana,29750,c98eb443-0a39-476c-b59b-8aa06732e3c9,e0c571d7-0673-4662-be06-60ddccc4ee82,"['education', 'agriculture']",370.27
89fe3be3-ddd1-4c98-a835-b46b239ddaac,Christopher,Bailey,password123,2003-09-05,Male,001-586-403-2615x76398,autumn58@example.org,278129907,92491 Peterson Grove,Boyerberg,North Carolina,Saint Kitts and Nevis,01251,691c851d-b62e-4f33-a8fc-38718f52e7a4,562b3f6b-60f0-4e84-b135-82363ef93527,['agriculture'],1801.63
178acfd1-f3ef-41ac-996a-deeefd0c93ba,Wesley,Murphy,password123,1978-07-25,Female,001-924-304-4043x700,hjones@example.com,651785224,8467 Thompson Trace Apt. 790,East Kimberly,Wisconsin,Rwanda,55571,172ac7f6-3651-47c4-85c0-d65f8feaeafb,6f42bd5f-bce2-4eb8-b83f-c5f1179f919a,"['agriculture', 'textile']",7519.91
b718de5f-6e58-46af-b583-84d571d4a202,Molly,Riley,password123,1978-01-16,Male,+1-791-551-6291,usandoval@example.com,291746599,460 Mitchell Key Apt. 514,North Nicholas,Montana,Maldives,89089,21d1fef6-9ee9-4d4c-969d-7d19538f693b,569ed275-b8c5-4533-94c9-bd49fe404497,['textile'],7912.4
08c0d7df-530f-4d27-9fa5-bd2a3e02ec2e,Lauren,Vargas,password123,1976-02-20,Male,858.775.3859x7786,schmittkelly@example.net,91531103,31908 Jones Hills Apt. 399,Zacharyport,Arizona,Netherlands Antilles,48965,16c67678-7651-4a44-ab89-0514574e8d32,03a7a5f6-e96c-4bc4-872e-8240fb13286f,"['education', 'finance', 'agriculture']",4564.18
8f557d45-ba62-45ab-87b5-a51c992783bf,James,Dalton,password123,2005-01-19,Female,+1-971-495-7281x835,tray@example.com,599262606,1758 Mark Plaza,West Lisa,New Hampshire,Cayman Islands,87306,3baa87d0-c52b-48f6-9957-d0a990dc6f70,12ec4d5a-aa99-42fa-9ecc-942e499518fe,['agriculture'],8913.01
dd70f04e-7d25-4bb5-895f-2adc75580f4b,David,Howard,password123,1948-02-10,Male,976-400-4095x1479,harmonkimberly@example.org,133104903,60935 Hurst Causeway Apt. 221,Kyleborough,Idaho,Martinique,73485,db70d3f1-ecb1-4106-91d5-c1c915549253,1c792a67-70cc-4a6f-81a8-4b3852e88ece,"['textile', 'technology']",4722.09
3d67d1e2-ad0b-4882-878a-c628b58f6d71,Isaiah,Bridges,password123,1957-07-23,Female,9398479151,annaanderson@example.net,564787303,7696 Lisa Causeway,Port Melissachester,Virginia,Malaysia,33562,eb136d46-0d1e-4ba7-a306-7de1d99aa2fc,4cf21932-cb07-4b4f-bb50-8916ba051b59,"['education', 'finance']",5546.98
